Catégorie de contrôle;Organismes contrôlés;"Modalité
 de contrôle";Dépt.;Ville;Pays;"Activité
 de l'organisme";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;PARFUMS CHRISTIAN DIOR ;sur place;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;GRANDVISION FRANCE;en ligne;78;MONTIGNY-LE-BRETONNEUX ;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;GRANDVISION FRANCE;sur place;78;MONTIGNY-LE-BRETONNEUX ;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;UNIVERSITE CLAUDE BERNARD 1;en ligne;69;VILLEURBANNE;FRANCE;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;UNIVERSITE PARIS NANTERRE;en ligne;92;NANTERRE;FRANCE;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;UNIVERSITE PARIS-SACLAY;en ligne;91;GIF-SUR-YVETTE;FRANCE;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CDS CANADA 4 L.P. (CIRQUE DU SOLEIL);en ligne;;MONTREAL;FRANCE;Culture;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;MINISTERE DE L'EDUCATION NATIONALE;sur place;75;PARIS;FRANCE;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;RECTORAT DE L'ACADEMIE DE PARIS;sur place;75;PARIS;FRANCE;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VIDEOPROTECTION;COMMUNE DE CHARTRES;sur place;28;CHARTRES;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VIDEOPROTECTION;COMMUNE DE NIMES;sur place;30;NIMES;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VIDEOPROTECTION;COMMUNE DE MOIRANS;sur place;38;MOIRANS;FRANCE;Collectivités territoriales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CTSE POIDS LOURDS ;sur place;83;LE MUY;FRANCE;Transports;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;SOCIETE FRANCAISE DU RADIOTELEPHONE (SFR);en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD; MONDIAL RELAY;en ligne;59;VILLENEUVE D'ASCQ;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;ECOOKIE;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;PLANET PUBLISHING - MEDISITE.FR;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;WEB MEDIA RM;sur place;42;SAINT-CHAMOND;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;PARUVENDU.FR;en ligne;69;LYON;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;EDITIONS REWORLD AXEL SPRINGER;en ligne;92;BAGNEUX;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMISSAIRES PRISEURS MULTIMEDIA;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;MEDIAZUR;sur place;06;NICE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;YOMONI;sur place;75;PARIS;FRANCE;Assurance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;ISCOD;sur place;06;VALBONNE;FRANCE;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;AFFLELOU;en ligne;92;COURBEVOIE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;AFFLELOU;sur place;92;COURBEVOIE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;"SOCIETE FORIOU
SOCIETE HUBSIDE STORE ";en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;TAGADAMEDIA;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;YVES SAINT LAURENT;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;YVES SAINT LAURENT;sur place;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNAUTE D'UNIVERSITES ET ETABLISSEMENTS UNIVERSITE PARIS LUMIERES;en ligne;75;PARIS;FRANCE;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;VEESION;sur place;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;VEESION;sur place;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;POLYCLINIQUE SAINTE THERESE DE SETE;sur place;34;SETE;FRANCE;Santé ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;NEURONALYS;sur audition;59;LILLE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CENTRE HOSPITALIER DE SAINT-AMAND-LES-EAUX ;sur place;59;SAINT-AMAND-LES-EAUX ;FRANCE;Santé ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;EXANE;sur place;75;PARIS;FRANCE;Banque;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;EXANE;sur pièces;75;PARIS;FRANCE;Banque;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;FEDERATION FRANCAISE D'AVIRON;en ligne;91;NOGENT-SUR-MARNE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;COMMUNE DE ROUBAIX;en ligne;59;ROUBAIX;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;FEDERATION FRANCAISE DE LA MONTAGNE ET DE L ESCALADE;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;SOCIETE SPODIS SAS ;en ligne;59;MARCQ EN BAROEUL;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;AGENCE DE SERVICES ET DE PAIEMENT;en ligne;87;LIMOGE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;LAPUB ;en ligne;97;LE TAMPON;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CONSEIL DE DEVELOPPEMENT DU PAYS BOURIAN ;en ligne;46;PEYRILLES;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;MAISON 123;en ligne;92;CLICHY;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;SOCIETE SERAPHINE France ;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;"AMMA DESIGN 
";en ligne;94;SAINT MANDE;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;HIPANEMA;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;DECODE MEDIA;en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;"POSITIVE TECH
";en ligne;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;"POSITIVE TECH
";sur audition;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;"ASSOCIATION JEUNESSE LOUBAVITCH -
 ECOLE BETH HANNA";sur place;75;PARIS;FRANCE;Associatif;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VIDEOPROTECTION;MINISTERE DE L'INTERIEUR;sur pièces;75;PARIS;FRANCE;Régalien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;CENTRE HOSPITALIER REGIONAL DE GRENOBLE;sur place;38;LA TRONCHE;FRANCE;Santé ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;POLE EMPLOI;sur place;75;PARIS;FRANCE;Travail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;RESOCOM;sur place;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;DFS FRANCE SAS;sur place;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;DFS FRANCE SAS;sur audition;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;DFS FRANCE SAS;sur audition;75;PARIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;UBALDI;en ligne;06;CARROS;FRANCE;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;BAC UP;sur place;93;ROSNY-SOUS-BOIS;FRANCE;Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;"
MYFITNESSPAL
";en ligne;;AUSTIN;ÉTATS-UNIS;Cookies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGPD;UNIVERSITE BORDEAUX MONTAIGNE BORDEAUX III;en ligne;33;PESSAC;FRANCE;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
